batch_id,announcement_id,stock_code,stock_name,title,publish_time,announcement_type_raw,announcement_type,action,need_ai,need_pdf,pre_score,matched_keywords,event_type,primary_theme_id,primary_theme_name,secondary_theme_id,secondary_theme_name,trade_priority,final_score,risk_flags,signal_direction,risk_priority,pdf_parsed,pdf_unparsed_score_cap,pdf_download_status,pdf_parse_status,pdf_text_length,pdf_extraction_method,related_stocks_count,validation_errors,postprocess_notes,error_tags,processing_status
cninfo_20260614_191450,1225370163,300479.SZ,神思电子,薪酬管理制度,2026-06-15T00:00:00,01010503||010112||010115||013199,governance_policy_revision,archive,False,False,8,管理制度,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370162,300479.SZ,神思电子,董事会秘书工作细则,2026-06-15T00:00:00,01010503||010112||010115||013105||013199,governance_policy_revision,archive,False,False,8,工作细则,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370161,300479.SZ,神思电子,关于召开2026年第二次临时股东会的通知,2026-06-15T00:00:00,01010503||010112||010115||011901,shareholder_meeting_notice,archive,False,False,8,临时股东会,shareholder_meeting_notice,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370160,300479.SZ,神思电子,第五届董事会2026年第五次会议决议的公告,2026-06-15T00:00:00,01010503||010112||010115||01239901,routine_unclassified,archive,False,False,10,流程类未分类,routine_unclassified,,,,,watch,10,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370159,300681.SZ,英搏尔,关于全资子公司股权转让完成的公告,2026-06-15T00:00:00,01010503||010112||010115||011507,asset_or_equity_transfer,watch,True,True,65,股权转让完成,asset_or_equity_transfer,new_energy_vehicle,新能源汽车,motor_controller,电机控制器,candidate,65,,mixed,watch,False,70,not_required,not_required,0,,1,,"当前阶段：标题级处理，未进行PDF全文解析,标题级未解析PDF，评分上限70",,success
cninfo_20260614_191450,1225370158,300523.SZ,辰安科技,关于2026年度董事、高级管理人员薪酬方案的公告,2026-06-15T00:00:00,01010503||010112||010115||012399,compensation_policy,archive,False,False,8,董事、高级管理人员薪酬方案,compensation_policy,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370157,300523.SZ,辰安科技,董事、高级管理人员薪酬管理制度（2026年6月）,2026-06-15T00:00:00,01010503||010112||010115||013105||013199,governance_policy_revision,archive,False,False,8,管理制度,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370156,300523.SZ,辰安科技,关于召开2026年第二次临时股东会的通知,2026-06-15T00:00:00,01010503||010112||010115||011901,shareholder_meeting_notice,archive,False,False,8,临时股东会,shareholder_meeting_notice,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370155,300523.SZ,辰安科技,第四届董事会第二十六次会议决议公告,2026-06-15T00:00:00,01010503||010112||010115||01239901,board_resolution,archive,False,False,15,董事会第,board_resolution,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370154,301061.SZ,匠心家居,关于举办2025年度暨2026年第一季度网上业绩说明会的公告,2026-06-15T00:00:00,01010503||010112||010115||012399,earnings_briefing_notice,archive,False,False,12,业绩说明会,earnings_briefing_notice,,,,,watch,12,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370153,688177.SH,百奥泰,百奥泰 关于永和工厂EU GMP检查情况的公告,2026-06-15T00:00:00,01010501||010123||012399,pharma_regulatory_progress,analyze,True,True,70,EU GMP,pharma_regulatory_progress,biologics,生物药,innovative_drug,创新药,high,70,,positive,none,False,75,not_required,not_required,0,,1,,"当前阶段：标题级处理，未进行PDF全文解析,标题级未解析PDF，评分上限75",,success
cninfo_20260614_191450,1225370152,600861.SH,北京人力,北京人力第十届董事会第二十六次会议决议公告,2026-06-15T00:00:00,01010503||010113||01239901,board_resolution,archive,False,False,15,董事会第,board_resolution,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370151,605500.SH,森林包装,森林包装集团股份有限公司第三届董事会第二十次会议决议公告,2026-06-15T00:00:00,01010503||010113||01239901,board_resolution,archive,False,False,15,董事会第,board_resolution,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370150,603268.SH,松发股份,关于向特定对象发行股票申请获得中国证监会同意注册批复的公告,2026-06-15T00:00:00,01010503||010113||010703,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370149,605500.SH,森林包装,独立董事提名人声明与承诺（林启法）,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370148,600861.SH,北京人力,北京人力董事辞职暨选举董事的公告,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370147,605500.SH,森林包装,独立董事候选人声明与承诺(胡苏芬),2026-06-15T00:00:00,01011199||010113||012303,director_candidate_nomination,archive,False,False,15,董事候选人,director_candidate_nomination,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370146,600861.SH,北京人力,北京人力董事及高级管理人员薪酬管理制度,2026-06-15T00:00:00,01010503||010113||013105||013199,governance_policy_revision,archive,False,False,8,管理制度,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370145,605500.SH,森林包装,独立董事提名人声明与承诺（林加连）,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370144,605500.SH,森林包装,独立董事候选人声明与承诺(颜建伟),2026-06-15T00:00:00,01011199||010113||012303,director_candidate_nomination,archive,False,False,15,董事候选人,director_candidate_nomination,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370143,605500.SH,森林包装,森林包装集团股份有限公司关于召开2026年第一次临时股东会的通知,2026-06-15T00:00:00,01010503||010113||011901,shareholder_meeting_notice,archive,False,False,8,临时股东会,shareholder_meeting_notice,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370142,605500.SH,森林包装,独立董事提名人声明与承诺（林启军）,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370141,605500.SH,森林包装,森林包装集团股份有限公司关于董事会换届选举的公告,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370140,605500.SH,森林包装,独立董事候选人声明与承诺（方年锁）,2026-06-15T00:00:00,01011199||010113||012303,director_candidate_nomination,archive,False,False,15,董事候选人,director_candidate_nomination,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370139,600861.SH,北京人力,北京人力关于召开2026年第一次临时股东会的通知,2026-06-15T00:00:00,01010503||010113||011901,shareholder_meeting_notice,archive,False,False,8,临时股东会,shareholder_meeting_notice,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370138,688003.SH,天准科技,关于可转债投资者适当性要求的风险提示性公告,2026-06-15T00:00:00,01010503||010123||010999||012109,convertible_bond_routine_notice,archive,False,False,12,可转债投资者适当性,convertible_bond_routine_notice,,,,,watch,12,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370137,603809.SH,豪能股份,向不特定对象发行可转换公司债券发行提示性公告,2026-06-15T00:00:00,01010503||010113||010909||010999,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370136,688398.SH,赛特新材,赛特新材：关于实施2025年年度权益分派调整“赛特转债”转股价格暨转股复牌的公告,2026-06-15T00:00:00,01010503||010123||010915||012399,trading_status_notice,archive,False,False,25,复牌,trading_status_notice,,,,,watch,25,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370135,605580.SH,恒盛能源,恒盛能源股份有限公司关于实际控制人之一权益变动触及1%刻度的提示性公告,2026-06-15T00:00:00,01010503||010113||011501,shareholder_change,watch,False,False,38,权益变动触及1%刻度,shareholder_change,,,,,watch,38,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370134,688506.SH,百利天恒,四川百利天恒药业股份有限公司自愿披露关于iza-bren（EGFR×HER3双抗ADC）用于治疗局部晚期或转移性三阴乳腺癌的药品上市申请获得受理的公告,2026-06-15T00:00:00,01010501||010123||012399,pharma_regulatory_progress,analyze,True,True,85,药品上市申请获得受理,pharma_regulatory_progress,innovative_drug,创新药,ADC,ADC药物,high,75,,positive,none,False,75,not_required,not_required,0,,1,,"当前阶段：标题级处理，未进行PDF全文解析,标题级未解析PDF，评分上限75",,success
cninfo_20260614_191450,1225370133,688061.SH,灿瑞科技,北京市天元律师事务所关于上海灿瑞科技股份有限公司差异化分红事项之专项法律意见,2026-06-15T00:00:00,01010901||010123||012903,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370132,603696.SH,安记食品,安记食品第五届董事会第十五次会议决议公告,2026-06-15T00:00:00,01010503||010113||01239901,board_resolution,archive,False,False,15,董事会第,board_resolution,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370131,603683.SH,晶华新材,晶华新材董事、高级管理人员薪酬管理制度,2026-06-15T00:00:00,01010503||010113||013105||013199,governance_policy_revision,archive,False,False,8,管理制度,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370130,688726.SH,拉普拉斯,关于最近五年未被证券监管部门和证券交易所采取监管措施或处罚的公告,2026-06-15T00:00:00,01010503||010123||012399,regulatory_clean_record,archive,False,False,8,未被证券监管部门和证券交易所采取监管措施或处罚,regulatory_clean_record,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370129,603683.SH,晶华新材,晶华新材关于注销部分股票期权与回购注销部分限制性股票的公告,2026-06-15T00:00:00,01010503||010113||011513||012325,equity_incentive_adjustment,archive,False,False,20,注销部分股票期权,equity_incentive_adjustment,,,,,watch,20,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370128,603628.SH,清源股份,关于实施2025年度权益分派时“清源转债”停止转股暨转股价格调整的提示性公告,2026-06-15T00:00:00,01010503||010113||010915,dividend_implementation,archive,False,False,12,权益分派,dividend_implementation,,,,,watch,12,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370127,603696.SH,安记食品,安记食品高级管理人员薪酬与绩效管理办法,2026-06-15T00:00:00,01010503||010113||013199,governance_policy_revision,archive,False,False,8,管理办法,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370126,603683.SH,晶华新材,晶华新材第四届董事会第三十一次会议决议公告,2026-06-15T00:00:00,01010503||010113||01239901,board_resolution,archive,False,False,15,董事会第,board_resolution,,,,,watch,15,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370125,600203.SH,福日电子,福日电子2025年年度股东会会议资料,2026-06-15T00:00:00,01010503||010113||011906,routine_unclassified,archive,False,False,10,流程类未分类,routine_unclassified,,,,,watch,10,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370124,603566.SH,普莱柯,普莱柯董事、高级管理人员薪酬管理制度（2026年6月修订）,2026-06-15T00:00:00,01010503||010113||013105||013199,governance_policy_revision,archive,False,False,8,管理制度,governance_policy_revision,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370123,688110.SH,东芯股份,关于公司董事暨核心技术人员辞任暨补选董事并调整董事会专门委员会成员的公告,2026-06-15T00:00:00,01010503||010123||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370122,600335.SH,国机汽车,国机汽车关于召开2025年年度暨2026年第一季度业绩说明会的公告,2026-06-15T00:00:00,01010503||010113||012399,earnings_briefing_notice,archive,False,False,12,业绩说明会,earnings_briefing_notice,,,,,watch,12,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370121,603566.SH,普莱柯,普莱柯关于终止部分募集资金投资项目的公告,2026-06-15T00:00:00,01010503||010113||011705||012315,fundraising_project_change,risk_review,True,True,70,终止部分募集资金,fundraising_project_change,,,,,high,70,,negative,high,False,75,not_required,not_required,0,,1,,"当前阶段：标题级处理，未进行PDF全文解析,标题级未解析PDF，评分上限75",,success
cninfo_20260614_191450,1225370120,688726.SH,拉普拉斯,容诚会计师事务所（特殊普通合伙）关于拉普拉斯新能源科技股份有限公司前次募集资金使用情况鉴证报告,2026-06-15T00:00:00,01010503||01010903||010123||012315||0129,audit_or_verification_report,archive,False,False,8,前次募集资金使用情况,audit_or_verification_report,,,,,watch,8,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370119,688717.SH,艾罗能源,关于制定、修订公司部分治理制度的公告,2026-06-15T00:00:00,01010501||010123||012399,routine_unclassified,archive,False,False,10,流程类未分类,routine_unclassified,,,,,watch,10,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370118,688092.SH,爱科科技,杭州爱科科技股份有限公司向不特定对象发行可转换公司债券网上中签结果公告,2026-06-15T00:00:00,01010503||010123||01091101||010999,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370117,603626.SH,科森科技,关于控股股东部分股份质押的公告,2026-06-15T00:00:00,01010503||010113||012307,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370116,601126.SH,四方股份,四方股份关于公司副总裁辞去职务的公告,2026-06-15T00:00:00,01010503||010113||012303,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370115,605167.SH,利柏特,关于实施“利柏转债”赎回暨摘牌的第二次提示性公告,2026-06-15T00:00:00,01010503||010113||010919||010999,trading_status_notice,archive,False,False,25,摘牌,trading_status_notice,,,,,watch,25,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370114,603566.SH,普莱柯,普莱柯董事会秘书工作规则（2026年6月修订）,2026-06-15T00:00:00,01010503||010113||013199,routine_unclassified,archive,False,False,10,流程类未分类,routine_unclassified,,,,,watch,10,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370113,688797.SH,臻宝科技,臻宝科技首次公开发行股票并在科创板上市网上发行申购情况及中签率公告,2026-06-15T00:00:00,01010501||01010701||010123||01021101,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
cninfo_20260614_191450,1225370112,605580.SH,恒盛能源,恒盛能源股份有限公司关于完成碳排放配额交易的公告,2026-06-15T00:00:00,01010501||010113||012399,unclassified,watch,False,False,18,,unclassified,,,,,watch,18,,,,False,,not_required,not_required,0,,1,,,,success
